xxxx;;;;;;;;;;;;;;x
MINISTER_MESSAGE_ENTRY;$TITLE$ $NAME$;$TITLE$ $NAME$;$TITLE$ $NAME$;;$TITLE$ $NAME$;;;;;;;;;X
DISBAND_1;裁减部队。;Unit?d閙antel閑.;Einheit aufgel鰏t.;Jednostka rozwi箊ana;Unidad desbandada.;Unit?sciolta.;Egys間 sz閠oszlatva;Jednotka byla rozpu歵靚a.;;;;;;x
DISBAND_2;$MONARCHTITLE$,我们已经裁减了如下部队;$MONARCHTITLE$, nous avons d閙antel?l'unit?:;$MONARCHTITLE$;Rozwi箊ali渕y;$MONARCHTITLE$, hemos desbandado;$MONARCHTITLE$, abbiamo sciolto l'unit?;Sz閠oszlattuk a k鰒etkez鮰:;$MONARCHTITLE$, rozpustili jsme;;;;;;x
DISBAND_3;$UNIT$;$UNIT$;$UNIT$;$UNIT$.;$UNIT$;$UNIT$.;$UNIT$;$UNIT$;;;;;;x
DISBAND_4;毫无疑问;Il ne fait aucun doute que la racaille qui compose nos troupes va aller d閜enser sa solde plus que g閚閞euse dans les tavernes.;Das Gesocks, das in unseren Armeen dient, wird seinen mehr als gro遺黦igen Sold zweifelsohne in den Schenken verprassen.;Bez w箃pienia ci 砤jdacy, kt髍zy s硊抗 w naszej armii roztrwoni?sw骿 bardziej ni?poka焠y 縪砫 w tawernach.;Sin duda, la escoria de la tierra que compone nuestros ej閞citos dilapidar?su m醩 que generosa paga en las tabernas...;Non c'?dubbio che quella feccia di cui ?fatto il nostro esercito sperperer?la nostra generosissima paga alla taverna.;Semmi k閠s間, hogy az s鰌red閗, amib鮨 a sereg黱k 醠lt m間 t鯾b p閚zt fog elk鰈teni a kocsm醟ban.;Nen?pochyb, 瀍 ti mizerov?byli k ni鑕mu a sv鵭 v韈e ne?歵靌r?瀘ld jen prop韏eli v tavern醕h.;;;;;;x
DISBAND_5;我们的军队里的这些废物;*;*;*;*;*;*;;;;;;;x
DISBAND_6;只会把资源慷慨地浪费在酒吧里。;*;*;*;*;*;*;;;;;;;x
DISBAND_LOG;$UNIT$ 已经被裁减。;$UNIT$ : unit?d閙antel閑.;$UNIT$ wurde aufgel鰏t.;Jednostka $UNIT$ zosta砤 rozwi箊ana.;Se ha desbandado $UNIT$.;L'unit? $UNIT$ ?stata sciolta.;$UNIT$ feloszlatva.;$UNIT$ byla rozpu歵靚a.;;;;;;x
DISBAND_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
DISBAND_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
DISBAND_BTN3;查看;ALLER ?GOTO;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x
DISBAND_MAP;*;*;*;*;*;*;*;;;;;;;x
CONVOY_TOO_STRONG_SETUP;当我们发现一支护航舰队，但作为攻击目标它又太强大;Lorsque nous localisons un convoi mais qu'il est trop puissant pour 阾re attaqu?;Wenn wir einen Konvoi finden, der zu stark ist, um ihn anzugreifen.;;Cuando encontramos un convoy pero es demasiado grande para atacarlo.;;;;;;;;;x
CONVOY_TOO_STRONG_HEADER;$chief_of_navy$ 报告;$chief_of_navy$ signale;$chief_of_navy$ berichtet, dass;;$chief_of_navy$ nos informa que;;;;;;;;;x
CONVOY_TOO_STRONG_1;在 $LOCATION$ 发现护航舰队;qu'un convoi a 閠?rep閞??$LOCATION$.;ein Konvoi bei $LOCATION$ gesichtet wurde;;se ha avistado un convoy en $LOCATION$;;;;;;;;;x
CONVOY_TOO_STRONG_2;$MONARCHTITLE$，$UNIT$ 报告他们在 $LOCATION$ 发现了一支护航舰队，但它由 $EVIL$ 护航所以无法尝试攻击。他们猜想这支护航舰队位于;$MONARCHTITLE$, les $UNIT$ nous informent qu'un convoi a 閠?rep閞??$LOCATION$ mais qu'il est trop lourdement escort?par $EVIL$ pour que nous puissions ne serait-ce qu'envisager de les attaquer. Ils soup鏾nnent que ce convoi est sur la route;$MONARCHTITLE$, $UNIT$ berichtet, dass sie einen Konvoi bei $LOCATION$ sichteten. Leider fuhr er mit einem Geleitschutz von $EVIL$, was einen Angriffsversuch unsinnig machte. Sie vermuten, dass der Konvoi auf der;;$MONARCHTITLE$, $UNIT$ informa de que ha avistado un convoy en $LOCATION$, pero $EVIL$ le hab韆 asignado una escolta demasiado fuerte como para intentar un ataque. Sospechan que el convoy estaba en la;;;;;;;;;x
CONVOY_TOO_STRONG_3;$CONVOY$;du $CONVOY$.;$CONVOY$;;$CONVOY$;;;;;;;;;x
CONVOY_TOO_STRONG_4;航线上。;*;Route war.;;ruta.;;;;;;;;;x
CONVOY_TOO_STRONG_5;*;;*;;*;;;;;;;;;x
CONVOY_TOO_STRONG_6;*;;*;;*;;;;;;;;;x
CONVOY_TOO_STRONG_LOG; $UNIT$ 在 $LOCATION$ 发现了 $CONVOY$ 。;$CONVOY$ a 閠?rep閞?par l'unit?$UNIT$ ?$LOCATION$.;$CONVOY$ von $UNIT$ bei $LOCATION$ gesichtet.;;$CONVOY$ avistado por $UNIT$ en $LOCATION$.;;;;;;;;;x
CONVOY_TOO_STRONG_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
CONVOY_TOO_STRONG_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
CONVOY_TOO_STRONG_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x
CONVOY_TOO_STRONG_MAP;护航舰队受到保护!;;*;;*;;;;;;;;;x
ATTACHEDUNIT_SETUP;当我们将部队配属到不同层级;Lorsque nous rattachons une unit??une autre dans la hi閞archie.;Wenn wir eine Einheit an eine andere in der Befehlskette angliedern.;;Cuando vinculamos una unidad a otra en la jerarqu韆.;;;;;;;;;x
ATTACHEDUNIT_HEADER;$chief_of_staff$ 报告;$chief_of_staff$ signale que;$chief_of_staff$ berichtet die Angliederung von;;$chief_of_staff$ informa de que;;;;;;;;;x
ATTACHEDUNIT_1;$UNIT$;l'unit?$UNIT$;$UNIT$;;$UNIT$;;;;;;;;;x
ATTACHEDUNIT_2;现在已经配属到如下单位;est maintenant rattach閑 ?:;an;;se ha vinculado a;;;;;;;;;x
ATTACHEDUNIT_3;$PARENT$;$PARENT$.;$PARENT$;;$PARENT$;;;;;;;;;x
ATTACHEDUNIT_4;*;*;*;;*;;;;;;;;;x
ATTACHEDUNIT_5;*;*;*;;*;;;;;;;;;x
ATTACHEDUNIT_6;*;*;*;;*;;;;;;;;;x
ATTACHEDUNIT_LOG;$UNIT$ 已经被配属到 $PARENT$。;L'unit?$UNIT$ est maintenant rattach閑 ?$PARENT$.;$UNIT$ ist nun an $PARENT$ angegliedert.;;$UNIT$ se ha vinculado ahora a $PARENT$.;;;;;;;;;x
ATTACHEDUNIT_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
ATTACHEDUNIT_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
ATTACHEDUNIT_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x
ATTACHEDUNIT_MAP;$UNIT$ 已经配属。;*;*;;*;;;;;;;;;x
DETACHEDUNIT_SETUP;当我们将部队从原有层级分离;Lorsque nous d閠achons une unit?du commandement.;Wenn wir eine Einheit aus der Befehlskette ausgliedern.;;Cuando desvinculamos una unidad de la jerarqu韆.;;;;;;;;;x
DETACHEDUNIT_HEADER;$chief_of_staff$ 报告;$chief_of_staff$ signale que;$chief_of_staff$ berichtet, dass;;$chief_of_staff$ informa que;;;;;;;;;x
DETACHEDUNIT_1;$UNIT$;l'unit?$UNIT$;$UNIT$;;$UNIT$;;;;;;;;;x
DETACHEDUNIT_2;已经从原先的层级;est maintenant;nun aus der Befehlskette;;se ha;;;;;;;;;x
DETACHEDUNIT_3;分离;D蒚ACH蒃;AUSGEGLIEDERT;;DESVINCULADO;;;;;;;;;x
DETACHEDUNIT_4;*;du commandement.;wurde.;;de la jerarqu韆.;;;;;;;;;x
DETACHEDUNIT_5;*;*;*;;*;;;;;;;;;x
DETACHEDUNIT_6;*;*;*;;*;;;;;;;;;x
DETACHEDUNIT_LOG;$UNIT$ 已经从原先的层级分离。;L'unit?$UNIT$ a 閠?d閠ach閑 du commandement des unit閟.;$UNIT$ aus der Einheitenbefehlskette ausgegliedert.;;$UNIT$ se ha desvinculado de la jerarqu韆 de unidades.;;;;;;;;;x
DETACHEDUNIT_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
DETACHEDUNIT_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
DETACHEDUNIT_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x
DETACHEDUNIT_MAP;已经分离!;*;*;;*;;;;;;;;;x
TRANSFEREDSUBUNIT_SETUP;当一艘舰船，一架飞机或一个师被重新分配时;Lorsqu'un navire, un d閠achement ou une division est transf閞?d'une unit??une autre.;Wenn ein Schiff, Geschwader oder eine Division von einer Einheit zu einer anderen transferiert wird.;;Cuando un buque, ala o divisi髇 se transfiere de una unidad a otra.;;;;;;;;;x
TRANSFEREDSUBUNIT_HEADER;$chief_of_staff$ 报告;$chief_of_staff$ signale que;$chief_of_staff$ berichtet, dass;;?chief_of_staff$ informa que;;;;;;;;;x
TRANSFEREDSUBUNIT_1;$SUB$ 已经重新分配!;$SUB$ r閍ffect閑 !;$SUB$ transferiert wurde!;;se ha reasignado $SUB$!;;;;;;;;;x
TRANSFEREDSUBUNIT_2;$MONARCHTITLE$,我们已经将 $SUB$ 从 $OLD$ 调配到了;$MONARCHTITLE$, nous avons r閍ffect?l'unit?$SUB$ de l'unit?$OLD$ ?l'unit?$MONARCHTITLE$, wir haben $SUB$ von $OLD$ nach;;$MONARCHTITLE$, hemos reasignado $SUB$ de $OLD$ a;;;;;;;;;x
TRANSFEREDSUBUNIT_3;$NEW$;$NEW$;$NEW$ transferiert;;$NEW$;;;;;;;;;x
TRANSFEREDSUBUNIT_4;*;*;*;;*;;;;;;;;;x
TRANSFEREDSUBUNIT_5;*;*;*;;*;;;;;;;;;x
TRANSFEREDSUBUNIT_6;*;*;*;;*;;;;;;;;;x
TRANSFEREDSUBUNIT_LOG;$SUB$ 已经被分配到了 $NEW$。;L'unit?$SUB$ a 閠?transf閞閑 ?l'unit?$NEW$.;$SUB$ wurde $NEW$ angegliedert.;;Se ha asignado $SUB$ a $NEW$.;;;;;;;;;x
TRANSFEREDSUBUNIT_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
TRANSFEREDSUBUNIT_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
TRANSFEREDSUBUNIT_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x
TRANSFEREDSUBUNIT_MAP;*;*;*;;*;;;;;;;;;x
UNITDEPLOYED_SETUP;当我们在地图上配置一个新的单位;Lorsque nous d閜loyons une nouvelle unit?sur la carte.;Wenn wir eine neue Einheit auf der Karte einsetzen.;;Cuando desplegamos una nueva unidad en el mapa.;;;;;;;;;x
UNITDEPLOYED_HEADER;$chief_of_staff$ 报告;$chief_of_staff$ nous informe que;$chief_of_staff$ berichtet, dass;;$chief_of_staff$ informa de que;;;;;;;;;x
UNITDEPLOYED_1;$UNIT$ 已经配置;l'unit?$UNIT$ a 閠?d閜loy閑;$UNIT$ im Einsatz ist.;;se ha desplegado $UNIT$;;;;;;;;;x
UNITDEPLOYED_2;$MONARCHTITLE$, $UNIT$ 已经做好行动准备并被配置到了如下地区;$MONARCHTITLE$, l'unit?$UNIT$ est maintenant d閜loy閑;$MONARCHTITLE$, $UNIT$ ist nun bereit zum Einsatz in;;$MONARCHTITLE$, $UNIT$ se encuentra en estado operativo y se ha desplegado en;;;;;;;;;x
UNITDEPLOYED_3;$LOCATION$;?$LOCATION$ et pr阾e au combat.;$LOCATION$;;$LOCATION$;;;;;;;;;x
UNITDEPLOYED_4;*;*;*;;*;;;;;;;;;x
UNITDEPLOYED_5;*;*;*;;*;;;;;;;;;x
UNITDEPLOYED_6;*;*;*;;*;;;;;;;;;x
UNITDEPLOYED_LOG;$UNIT$ 配置到了 $LOCATION$。;L'unit?$UNIT$ a 閠?d閜loy閑 ?$LOCATION$.;$UNIT$ abkommandiert nach $LOCATION$.;;$UNIT$ se ha desplegado en $LOCATION$.;;;;;;;;;x
UNITDEPLOYED_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
UNITDEPLOYED_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
UNITDEPLOYED_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x
UNITDEPLOYED_MAP;$UNIT$ 已经配置.;*;*;;*;;;;;;;;;x
WE_RETURN_EXILE_SETUP;当我们解放了一个国家并恢复了他们的政府;Lorsque nous lib閞ons un pays et r閠ablissons son gouvernement.;Wenn wir ein Land befreien und seine Regierung wieder einsetzen.;;Cuando liberamos un pa韘 y restauramos su Gobierno.;;;;;;;;;x
WE_RETURN_EXILE_HEADER;我们解放了;Nous avons lib閞?le pays :;Wir haben;;Hemos liberado;;;;;;;;;x
WE_RETURN_EXILE_1;$FREE$;$FREE$.;$FREE$ befreit;;$FREE$;;;;;;;;;x
WE_RETURN_EXILE_2;$TITLE$，对 $FREE$ \n的解放取得了巨大的成功。\n在今天欢乐的庆典中，n\部队列队穿过了\n $FCAPITAL$ 。;$TITLE$, nous vous informons que notre tentative de lib閞ation de $FREE$ a 閠?couronn閑 de succ鑣. Aujourd'hui, les troupes ont d閒il?avec enthousiasme dans $FCAPITAL$ pour f阾er la victoire.;$TITLE$, wir k鰊nen vermelden, dass unsere Befreiung von $FREE$ ein gro遝r Erfolg war. Heute ist eine Milit鋜parade triumphierend durch $FCAPITAL$ marschiert.;;$TITLE$, podemos informar de que nuestra liberaci髇 de $FREE$ ha sido un 閤ito rotundo. Hoy, un desfile de tropas ha marchado sobre $FCAPITAL$ en alegre celebraci髇.;;;;;;;;;x
WE_RETURN_EXILE_3;*;*;*;;*;;;;;;;;;x
WE_RETURN_EXILE_4;*;*;*;;*;;;;;;;;;x
WE_RETURN_EXILE_5;*;*;*;;*;;;;;;;;;x
WE_RETURN_EXILE_6;*;*;*;;*;;;;;;;;;x
WE_RETURN_EXILE_LOG;我们解放了 $FREE$，他们的政府已于 $FCAPITAL$ 恢复。;Nous avons lib閞?$FREE$ et r閠abli son gouvernement dans la capitale $FCAPITAL$.;Wir haben $FREE$ befreit und seine Regierung in $FCAPITAL$ wiederhergestellt.;;Hemos liberado $FREE$ y se ha restaurado su Gobierno en $FCAPITAL$.;;;;;;;;;x
WE_RETURN_EXILE_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
WE_RETURN_EXILE_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
WE_RETURN_EXILE_BTN3;详细;D閠ails;Details;;Detalles;;;;;;;;;x
WE_RETURN_EXILE_MAP;*;*;*;;*;;;;;;;;;x
RETURN_EXILE_US_SETUP;当我们的政府在盟国帮助下得以恢复;Lorsque notre gouvernement est r閠abli par nos alli閟.;Wenn unsere Regierung von unseren Verb黱bdeten wieder eingesetzt wurde.;;Cuando nuestro Gobierno ha sido restaurado por nuestros aliados.;;;;;;;;;x
RETURN_EXILE_US_HEADER;我们已被如下国家解放;Nous avons 閠?lib閞閟 par;Wir wurden befreit von;;Hemos sido liberados por;;;;;;;;;x
RETURN_EXILE_US_1;$FROM$;$FROM$.;$FROM$;;$FROM$;;;;;;;;;x
RETURN_EXILE_US_2;$TITLE$，$FCAPITAL$ 已被解放，我们的政府也已经正式回归。整个城市充满了欢呼以庆祝这伟大的一天。我们永远赞美 $FROM$ 为拯救我们国家所做的一切。;$TITLE$, nous vous informons que $FCAPITAL$ a 閠?lib閞閑 et que le gouvernement a officiellement 閠?remis en place. La ville grouille d'une foule festive c閘閎rant ce grand jour. Nous serons 閠ernellement reconnaissants envers $FROM$ pour ses faits d'ar;$TITLE$, wir k鰊nen vermelden, dass $FCAPITAL$ befreit wurde und unsere Regierung nun offiziell wieder zur點kgekehrt ist. Die Stadt ist voller jubelnder Menschen die diesen gro遝n Tag feiern. Wir sind $FROM$ auf ewig f黵 ihre Befreiung unseres Landes dankbar.;;$TITLE$, podemos informar de que se ha liberado $FCAPITAL$ y se ha producido el regreso oficial de nuestro Gobierno. La ciudad est?llena de personas celebrando este gran d韆. $FROM$ tiene nuestra gratitud eterna por su actuaci髇 al salvar a nuestra naci髇.;;;;;;;;;x
RETURN_EXILE_US_3;*;*;*;;*;;;;;;;;;x
RETURN_EXILE_US_4;*;*;*;;*;;;;;;;;;x
RETURN_EXILE_US_5;*;*;*;;*;;;;;;;;;x
RETURN_EXILE_US_6;*;*;*;;*;;;;;;;;;x
RETURN_EXILE_US_LOG;我们的政府已经在 $FCAPITAL$ 恢复，感谢 $FROM$ 的帮助。;Notre gouvernement a 閠?restaur?dans la capitale $FCAPITAL$ gr鈉e ?l'aide de $FROM$.;Unsere Regierung wurde in $FCAPITAL$ wieder eingesetzt, dank der Hilfe aus $FROM$.;;Nuestro gobierno ha sido restaurado en $FCAPITAL$, gracias a la ayuda de $FROM$.;;;;;;;;;x
RETURN_EXILE_US_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
RETURN_EXILE_US_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
RETURN_EXILE_US_BTN3;详情;D閠ails;Details;;Detalles;;;;;;;;;x
RETURN_EXILE_US_MAP;*;*;*;;*;;;;;;;;;x
RETURN_EXILE_SETUP;当一个国家恢复了自己的政府;Lorsque le gouvernement d'un autre pays a 閠?r閠abli.;Wenn die Regierung eines anderen Landes wieder eingesetzt wird.;;Cuando restablecen el gobierno de otro pa韘.;;;;;;;;;x
RETURN_EXILE_HEADER;$foreign_minister$ 报告;$foreign_minister$ nous a signal?$foreign_minister$ berichtet, dass;;?foreign_minister$ informa que;;;;;;;;;x
RETURN_EXILE_1;$FREE$ 已经被解放!;la lib閞ation de $FREE$ !;$FREE$ befreit wurde!;;han liberado $FREE$!;;;;;;;;;x
RETURN_EXILE_2;$TITLE$，$FREE$ 已经被 $FROM$ 解放。他们的政府已经于 $FCAPITAL$ 恢复，因此他们已经不再是流亡政府了。;$TITLE$, nous vous signalons que $FREE$ a 閠?lib閞?par $FROM$. Le gouvernement a 閠?restaur?dans capitale $FCAPITAL$ et n'est plus en exil.;$TITLE$, wir k鰊nen vermelden, dass $FREE$ von $FROM$ befreit wurde. Die Regierung wurde wieder in $FCAPITAL$ eingesetzt, sie befindet sich nun nicht mehr im Exil.;;$TITLE$, podemos informar que $FROM$ ha liberado $FREE$. Su Gobierno se ha restaurado en $FCAPITAL$ y ya no est?en el exilio.;;;;;;;;;x
RETURN_EXILE_3;*;*;*;;*;;;;;;;;;x
RETURN_EXILE_4;*;*;*;;*;;;;;;;;;x
RETURN_EXILE_5;*;*;*;;*;;;;;;;;;x
RETURN_EXILE_6;*;*;*;;*;;;;;;;;;x
RETURN_EXILE_LOG;$FREE$ 已经被解放，他们的政府在已经于 $FCAPITAL$ 恢复。;$FREE$ a 閠?lib閞?et leur gouvernement a 閠?restaur?dans capitale $FCAPITAL$.;$FREE$ wurde befreit und die Regierung in $FCAPITAL$ wiederhergestellt.;;Se ha liberado $FREE$ y se ha restaurado su Gobierno en $FCAPITAL$.;;;;;;;;;x
RETURN_EXILE_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
RETURN_EXILE_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
RETURN_EXILE_BTN3;详情;D閠ails;Details;;Detalles;;;;;;;;;x
RETURN_EXILE_MAP;*;*;*;;*;;;;;;;;;x
REVOLT_SETUP;当你的一个省份发生了叛乱;Lorsqu'une insurrection 閏late dans l'une de vos provinces.;Wenn ein Aufstand in einer Ihrer Provinzen ausbricht;;Cuando haya una insurrecci髇 en una de tus provincias;;;;;;;;;x
REVOLT_HEADER;$minister_of_security$ 报告;$minister_of_security$ signale qu'un;$minister_of_security$ berichtet;;?minister_of_security$ informa de una;;;;;;;;;x
REVOLT_1;叛乱!;soul鑦ement a 閏lat?!;Aufstand!;;insurrecci髇!;;;;;;;;;x
REVOLT_2;$MONARCHTITLE$，$REBELS$ 已于如下省份出现;$MONARCHTITLE$, une insurrection rebelle des $REBELS$ a eu lieu dans la province :;$MONARCHTITLE$, $REBELS$ haben sich erhoben in;;$MONARCHTITLE$, ?REBELS$ se han alzado en;;;;;;;;;x
REVOLT_3;$PROV$!;$PROV$ !;$PROV$!;;$PROV$;;;;;;;;;x
REVOLT_4;$REBELDESC$;$REBELDESC$;$REBELDESC$;;$REBELDESC$;;;;;;;;;x
REVOLT_5;*;*;*;;*;;;;;;;;;x
REVOLT_6;*;*;*;;*;;;;;;;;;x
REVOLT_LOG;$REBELS$ 在 $PROV$ 发起了叛乱!;Des $REBELS$ se r関oltent dans la province de : $PROV$ !;$REBELS$ erheben sich in $PROV$!;;na insurrecci髇 de $REBELS$ en $PROV$!;;;;;;;;;x
REVOLT_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
REVOLT_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
REVOLT_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x
REVOLT_MAP;叛乱!;R関olte !;Revolte!;;evuelta!;;;;;;;;;x
PARTISANS_SETUP;当我们控制的游击队发动了起义;Lorsque les partisans s'insurgent contre notre oppresseur.;Wenn wir einen Partisanenaufstand unter Kontrolle bringen m黶sen;;Cuando hay un levantamiento partisano en nuestro favor;;;;;;;;;x
PARTISANS_HEADER;$minister_of_intelligence$ 报告;$minister_of_intelligence$ signale que;$minister_of_intelligence$ berichtet, dass;;$minister_of_intelligence$ nos informa que;;;;;;;;;x
PARTISANS_1;反抗 $EVIL$ 的游击队已经于如下省份起义;se sont insurg閟 contre $EVIL$ dans la province :;sich Partisanen erheben gegen $EVIL$ in;;los partisanos se han levantado contra $EVIL$ en;;;;;;;;;x
PARTISANS_2;$PROV$;$PROV$.;$PROV$;;$PROV$;;;;;;;;;x
PARTISANS_3; $PROV$ 的爱国者已经拿起了武器集合成为一支作战部队试图恢复我们祖国的领土。;Des citoyens patriotes ont pris les armes dans la province $PROV$ et ont r閡ni des forces arm閑s pour tenter de reprendre notre m鑢e patrie.;Patriotische B黵ger greifen in $PROV$ zu den Waffen und organisieren eine k鋗pfende Truppe, um unser Heimatgebiet zur點k zu erobern.;;Unos ciudadanos patriotas han tomado las armas en $PROV$ y han organizado una fuerza de combate con la intenci髇 de retomar nuestro territorio.;;;;;;;;;x
PARTISANS_4;*;*;*;;*;;;;;;;;;x
PARTISANS_5;*;*;*;;*;;;;;;;;;x
PARTISANS_6;*;*;*;;*;;;;;;;;;x
PARTISANS_LOG;我们的游击队已经于 $PROV$ 起义。;Des partisans se sont r関olt閟 au nom de notre patrie dans la province : $PROV$.;Partisanen erheben sich f黵 uns in $PROV$.;;Levantamiento partisano en nuestro favor en $PROV$.;;;;;;;;;x
PARTISANS_BTN1;好的;OK;OK;;Aceptar;;;;;;;;;x
PARTISANS_BTN2;好的;OK;OK;;Aceptar;;;;;;;;;x
PARTISANS_BTN3;查看;Aller ?Goto;;Ir all?;;;;;;;;x
PARTISANS_MAP;游击队!;Partisans !;Partisanen!;;artisanos!;;;;;;;;;x
MAJOREVENTHAPPENOTHEROPTION_SETUP;当别国发生了多选项的重大事件;Lorsqu'un 関閚ement ?choix multiple majeur se produit pour un autre pays.;Wenn ein wichtiges Ereignis mit mehreren Auswahlm鰃lichkeiten f黵 ein anderes Land eintritt.;;Cuando a otro pa韘 le ocurra un suceso importante con m鷏tiples opciones.;;;;;;;;;x
MAJOREVENTHAPPENOTHEROPTION_HEADER;$foreign_minister$ 报告;$foreign_minister$ a r閐ig?un rapport concernant :;;;$foreign_minister$ nos informa sobre;;;;;;;;;x
MAJOREVENTHAPPENOTHEROPTION_1;$COUNTRY$;$COUNTRY$.;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;;;;;;x
MAJOREVENTHAPPENOTHEROPTION_2;我们的外交人员听说有如下事件;Notre ambassade a appris que lorsque;;;Nuestra embajada se ha enterado de que ha ocurrido;;;;;;;;;x
MAJOREVENTHAPPENOTHEROPTION_3;$EVENT$;$EVENT$;$EVENT$;$EVENT$.;$EVENT$;$EVENT$,;$EVENT$;$EVENT$;;;;;;x
MAJOREVENTHAPPENOTHEROPTION_4;在该国发生了，而他们在此事件中选择了;avait eu lieu, ils avaient choisi de;;;y han escogido;;;;;;;;;x
MAJOREVENTHAPPENOTHEROPTION_5;$OPTION$;$OPTION$;$OPTION$;$OPTION$;$OPTION$;$OPTION$;$OPTION$;$OPTION$;;;;;;x
MAJOREVENTHAPPENOTHEROPTION_6;作为他们的行动;parmi les choix qui leur 閠aient offerts.;gew鋒lt haben..;jako opcj?dzia砤nia.;como curso de acci髇.;.;閟 cselekedett is.;jako svoji volbu.;;;;;;x
MAJOREVENTHAPPENOTHEROPTION_LOG;重大事件：$COUNTRY$ 在 $EVENT$ 中选择了 $OPTION$ 。;蓈閚ement majeur : $COUNTRY$ a choisi de $OPTION$ lors de $EVENT$.;Ereignis: $OPTION$ in $EVENT$ f黵 $COUNTRY$.;$COUNTRY$. $EVENT$. $OPTION$;Suceso importante: $OPTION$ en $EVENT$ para $COUNTRY$.;Evento: $OPTION$ per $EVENT$ in $COUNTRY$.;Esem閚y: $COUNTRY$ nemzete a/az $OPTION$ lehet鮯間et v醠asztotta erre az esem閚yre v醠aszolva: $EVENT$.;Ud醠ost: $OPTION$ v $EVENT$ pro $COUNTRY$.;;;;;;x
MAJOREVENTHAPPENOTHEROPTION_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
MAJOREVENTHAPPENOTHEROPTION_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
MAJOREVENTHAPPENOTHEROPTION_BTN3;查看;ALLER ?GOTO;ID?DO;Ir all?ANDARE;Menj ide:;P谽J蚑 NA;;;;;;x
MAJOREVENTHAPPENOTHEROPTION_MAP;*;*;*;*;*;*;*;;;;;;;x
MAJOREVENTHAPPENOTHER_SETUP;当别国发生了单选项的重大事件;Lorsqu'un 関閚ement ?choix unique se produit pour un autre pays.;Wenn ein wichtiges Ereignis mit nur einer Auswahlm鰃lichkeit f黵 ein anderes Land eintritt.;;Cuando a otro pa韘 le ocurra un suceso importante con una 鷑ica opci髇.;;;;;;;;;x
MAJOREVENTHAPPENOTHER_HEADER;$foreign_minister$ 报告;Selon les rapports de $foreign_minister$ concernant;;;$foreign_minister$ informa sobre;;;;;;;;;x
MAJOREVENTHAPPENOTHER_1;$COUNTRY$;$COUNTRY$,;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;$COUNTRY$;;;;;;x
MAJOREVENTHAPPENOTHER_2;似乎有如下事件;il semble que;;;Parece que;;;;;;;;;x
MAJOREVENTHAPPENOTHER_3;$EVENT$;$EVENT$;$EVENT$;$EVENT$;$EVENT$;$EVENT$,;$EVENT$;$EVENT$;;;;;;x
MAJOREVENTHAPPENOTHER_4;$EVENTDESC$;$EVENTDESC$;$EVENTDESC$;$EVENTDESC$;$EVENTDESC$;$EVENTDESC$;$EVENTDESC$;;;;;;;x
MAJOREVENTHAPPENOTHER_5;在该国发生了;ai concern?leur pays.;;;les ha sucedido;;;;;;;;;x
MAJOREVENTHAPPENOTHER_6;*;*;*;*;*;*;*;;;;;;;x
