xxxx;;;;;;;;;;;;;;x
MESSAGE_HEAD_GOV;安全部长报告;Le ministre de la s閏urit?rapporte que;Der Minister f黵 innere Sicherheit meldet;;El Ministro de Seguridad informa;;;;;;;x;;,,,,,,
WEALIGN_3;正在采取措施;aligner;Ausrichtung;;Alinearnos;;;;;;;;;x,
WEALIGN_4;来靠向;sur;an;;con;;;;;;;;;x,
WEALIGN_5;$FACTION$阵营;$FACTION$;$FACTION$ unternommen;;$FACTION$;;;;;;;;;x,
WEALIGN_6;*;*;*;;*;;;;;;;;;x,
WEALIGN_LOG;我们已开始靠向$FACTION$阵营。;Nous avons commenc??nous aligner sur $FACTION$;Wir begannen, uns an $FACTION$ ausrichten ;;Empezamos a alinearnos con $FACTION$;;;;;;;;;x,
WEALIGN_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
WEALIGN_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
WEALIGN_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
WEALIGN_MAP;*;*;*;*;*;*;*;;;;;;;x,
OTHERALIGN_SETUP;当某国靠向某一个阵营;Quand une autre nation s'aligne sur une faction.;Wenn ein anderes Land sich an einer Fraktion ausrichtet.;;Cuando se alinea a una facci髇.;;;;;;;;;x,
OTHERALIGN_HEADER;$minister_of_intelligence$报告;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa de;;;;;;;;;x,
OTHERALIGN_1;外交阵营;Alignement diplomatique;Diplomatische Ausrichtung;;Alineaci髇 diplom醫ica;;;;;;;;;x,
OTHERALIGN_2;$MONARCHTITLE$，$ACTOR$;$MONARCHTITLE$,$ACTOR$ prend des mesures afin de ;$MONARCHTITLE$, $ACTOR$ unternimmt Schritte zur;;$MONARCHTITLE$, $ACTOR$ est?empezando a;;;;;;;;;x
OTHERALIGN_3;正在采取措施;s'aligner;Ausrichtung;;Alinearse;;;;;;;;;x,
OTHERALIGN_4;来靠向;sur;an;;con;;;;;;;;;x,
OTHERALIGN_5;$FACTION$阵营;$FACTION$;$FACTION$;;$FACTION$;;;;;;;;;x,
OTHERALIGN_6;此情况将会使他们以每天$VAL$的速度\n在$TIME$天内靠向$FACTION$阵营。;Cela les approchera de $FACTION$ de $VAL$ par jour pour $TIME$ jours.;Dies wird sie $TIME$ Tage lang um $VAL$ t鋑lich in Richtung $FACTION$ bringen.;;Esto los mover?hacia $FACTION$ por $VAL$ al d韆 durante $TIME$ d韆s.;;;;;;;;;x,
OTHERALIGN_LOG;$ACTOR$靠向$FACTION$阵营。;$ACTOR$ s'aligne sur $FACTION$.;$ACTOR$ richtet sich an $FACTION$ aus.;;$ACTOR$ se alinea con $FACTION$.;;;;;;;;;x,
OTHERALIGN_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
OTHERALIGN_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
OTHERALIGN_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
OTHERALIGN_MAP;*;*;*;*;*;*;*;;;;;;;x,
THEYALIGN_SETUP;当某国靠向我们领导的阵营;Quand un autre s'aligne sur la faction que nous dirigeons;Wenn ein anderes Land sich nach einer von uns angef黨rten Fraktion ausrichtet.;;Cuando otro se alinea con una facci髇 que lideramos.;;;;;;;;;x,
THEYALIGN_HEADER;$foreign_minister$报告;$foreign_minister$ rapporte;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x,
THEYALIGN_1;外交阵营;Alignement diplomatique;Diplomatische Ausrichtung;;Alineaci髇 diplom醫ica;;;;;;;;;x,
THEYALIGN_2;$MONARCHTITLE$，我们已获悉;$MONARCHTITLE$, nous avons appris que;$MONARCHTITLE$, wir haben erfahren, dass;;$MONARCHTITLE$, nos hemos enterado de que;;;;;;;;;x
THEYALIGN_3;$ACTOR$;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x,
THEYALIGN_4;已采取措施来靠向;a pris des mesures discr鑤es pour s'aligner sur;Schritte zur Ausrichtung an;;ha tomado medidas para alinearse a;;;;;;;;;x,
THEYALIGN_5;$FACTION$阵营;$FACTION$;$FACTION$ unternimmt.;;$FACTION$;;;;;;;;;x,
THEYALIGN_6;他们将靠向我们的阵营。;Cela peut avoir pour cons閝uence qu'ils se rapprochent de notre faction.;Dies k鰊nte zu ihrem Drift in Richtung unserer Fraktion f黨ren.;;Esto puede llevarlos a inclinarse por nuestra facci髇.;;;;;;;;;x,
THEYALIGN_LOG;$ACTOR$正对我们施加影响。;$ACTOR$ utilisent leur influence sur nous.;$ACTOR$ 黚t seinen Einfluss auf uns aus.;;$ACTOR$ est?usando su influencia sobre nosotros.;;;;;;;;;x,
THEYALIGN_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
THEYALIGN_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
THEYALIGN_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
THEYALIGN_MAP;*;*;*;*;*;*;*;;;;;;;x,
WEEMBARGO_SETUP;当我们发起一项贸易禁运;Quand nous mettons en place un embargo;Wenn wir ein Embargo verh鋘gen;;Cuando establecemos un embargo;;;;;;;;;x,
WEEMBARGO_HEADER;$foreign_minister$报告;$foreign_minister$ rapporte;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x,
WEEMBARGO_1;贸易禁运;Embargo;Embargo;;Embargo;;;;;;;;;x,
WEEMBARGO_2;$MONARCHTITLE$，我们决定;$MONARCHTITLE$, nous avons d閏id?de mettre en place un;$MONARCHTITLE$, wir beschlossen, ein;;$MONARCHTITLE$, hemos decidido establecer un;;;;;;;;;x
WEEMBARGO_3;向$RECIPIENT$;Embargo;Embargo;;Embargo;;;;;;;;;x,
WEEMBARGO_4;实施;contre;gegen;;contra;;;;;;;;;x,
WEEMBARGO_5;贸易禁运;$RECIPIENT$;$RECIPIENT$ zu verh鋘gen;;$RECIPIENT$;;;;;;;;;x,
WEEMBARGO_6;他们再也不能与我国进行贸易;Ils ne peuvent plus faire de commerce avec nous;Sie k鰊nen nicht l鋘ger mit uns handeln.;;Ya no pueden comerciar con nosotros.;;;;;;;;;x,
WEEMBARGO_LOG;我们对$RECIPIENT$实施了贸易禁运。;Nous avons impos?un embargo ?$RECIPIENT$.;Wir haben ein Embargo gegen $RECIPIENT$ verh鋘gt.;;Hemos impuesto un embargo sobre $RECIPIENT$.;;;;;;;;;x,
WEEMBARGO_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
WEEMBARGO_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
WEEMBARGO_BTN3;查看;Aller ?查看;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
WEEMBARGO_MAP;*;*;*;*;*;*;*;;;;;;;x,
OTHEREMBARGO_SETUP;当某国对他国实施贸易禁运;Quand une nation impose un embargo ?une autre;Wenn eine Nation ein Embargo gegen ein anderes verh鋘gt;;Cuando una naci髇 impone un embargo sobre otra;;;;;;;;;x,
OTHEREMBARGO_HEADER;$minister_of_intelligence$报告;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa de;;;;;;;;;x,
OTHEREMBARGO_1;贸易禁运;Embargo;Embargo;;Embargo;;;;;;;;;x,
OTHEREMBARGO_2;$MONARCHTITLE$，$ACTOR$已经对;$MONARCHTITLE$, $ACTOR$ ont impos?un;$MONARCHTITLE$, $ACTOR$ verh鋘gten ein;;$MONARCHTITLE$, $ACTOR$ ha impuesto un;;;;;;;;;x
OTHEREMBARGO_3;$RECIPIENT$;Embargo;Embargo;;Embargo;;;;;;;;;x,
OTHEREMBARGO_4;实施了;?gegen;;on;;;;;;;;;x,
OTHEREMBARGO_5;贸易禁运;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x,
OTHEREMBARGO_6;*;*;*;;*;;;;;;;;;x,
OTHEREMBARGO_LOG;$ACTOR$对$RECIPIENT$实施了贸易禁运。;$ACTOR$ ont impos?un embargo ?$RECIPIENT$.;$ACTOR$ verh鋘gten ein Embargo gegen $RECIPIENT$.;;$ACTOR$ impuso un embargo sobre $RECIPIENT$.;;;;;;;;;x,
OTHEREMBARGO_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
OTHEREMBARGO_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
OTHEREMBARGO_BTN3;查看;Aller ?GOTO;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
OTHEREMBARGO_MAP;*;*;*;*;*;*;*;;;;;;;x,
THEYEMBARGO_SETUP;当我们遭受另他国实施的贸易禁运;Quand une autre nation nous impose un embargo;Wenn eine andere Nation ein Embargo gegen uns verh鋘gt.;;Cuando otra naci髇 nos impone un embargo.;;;;;;;;;x,
THEYEMBARGO_HEADER;$foreign_minister$报告;$foreign_minister$ rapporte;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x,
THEYEMBARGO_1;贸易禁运;Embargo;Embargo;;Embargo;;;;;;;;;x,
THEYEMBARGO_2;$MONARCHTITLE$，我们已遭受到;$MONARCHTITLE$, nous sommes soumis ?un;$MONARCHTITLE$, wir sind Ziel eines;;$MONARCHTITLE$, hemos estado sujetos a un;;;;;;;;;x
THEYEMBARGO_3;来自;Embargo;Embargos;;Embargo;;;;;;;;;x,
THEYEMBARGO_4;$ACTOR$;par;von;;por;;;;;;;;;x,
THEYEMBARGO_5;的贸易禁运;$RECIPIENT$;$ACTOR$;;$ACTOR$;;;;;;;;;x,
THEYEMBARGO_6;所有我们与该国之间的贸易已停止。;Toutes nos activit閟 commerciales avec eux sont interrompues.;Unser gesamter Handel mit ihnen ist zum Stillstand gekommen.;;Todo nuestro comercio con ellos se ha cancelado.;;;;;;;;;x,
THEYEMBARGO_LOG;$ACTOR$对我们实施贸易禁运。;$ACTOR$ nous ont impos?un embargo.;$ACTOR$ verh鋘gten ein Embargo gegen uns.;;$ACTOR$ nos ha impuesto un embargo.;;;;;;;;;x,
THEYEMBARGO_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
THEYEMBARGO_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
THEYEMBARGO_BTN3;查看;Aller ?GOTO;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
THEYEMBARGO_MAP;*;*;*;*;*;*;*;;;;;;;x,
WECANCELEMBARGO_SETUP;当我们撤销一项贸易禁运;Quand nous levons un embargo;Wenn wir ein Embargo aufheben;;Cuando revocamos un embargo;;;;;;;;;x,
WECANCELEMBARGO_HEADER;$foreign_minister$报告;$foreign_minister$ rapporte;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x,
WECANCELEMBARGO_1;贸易禁运取消;Embargo lev?Embargo aufgehoben;;Embargo cancelado;;;;;;;;;x,
WECANCELEMBARGO_2;$MONARCHTITLE$，我们决定取消;$MONARCHTITLE$, nous avons d閏id?de lever notre;$MONARCHTITLE$, wir beschlossen die Aufhebung unseres;;$MONARCHTITLE$, hemos decidido cancelar nuestro;;;;;;;;;x
WECANCELEMBARGO_3;针对;Embargo;Embargos;;Embargo;;;;;;;;;x,
WECANCELEMBARGO_4;$RECIPIENT$;contre;gegen;;contra;;;;;;;;;x,
WECANCELEMBARGO_5;的贸易禁运;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x,
WECANCELEMBARGO_6;该国与我们之间的贸易可以恢复了。;Ils peuvent de nouveau commercer avec nous.;Sie k鰊nen nun wieder mit uns handeln.;;Ya pueden comerciar otra vez con nosotros.;;;;;;;;;x,
WECANCELEMBARGO_LOG;我们取消了针对$RECIPIENT$的贸易禁运。;Nous avons lev?notre embargo contre $RECIPIENT$.;Wir haben unser Embargo gegen $RECIPIENT$ aufgehoben.;;Cancelamos nuestro embargo contra $RECIPIENT$.;;;;;;;;;x,
WECANCELEMBARGO_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
WECANCELEMBARGO_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
WECANCELEMBARGO_BTN3;查看;Aller ?GOTO;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
WECANCELEMBARGO_MAP;*;*;*;*;*;*;*;;;;;;;x,
OTHERCANCELEMBARGO_SETUP;当某国取消针对另一国的贸易禁运;Quand une nation l鑦e un embargo contre une autre.;Wenn ein Land ein Embargo gegen ein anderes aufhebt.;;Cuando una naci髇 revoca un embargo contra otra.;;;;;;;;;x,
OTHERCANCELEMBARGO_HEADER;$minister_of_intelligence$报告;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa de;;;;;;;;;x,
OTHERCANCELEMBARGO_1;贸易禁运取消;Embargo lev?Embargo aufgehoben;;Embargo cancelado;;;;;;;;;x,
OTHERCANCELEMBARGO_2;$MONARCHTITLE$，$ACTOR$已决定取消;$MONARCHTITLE$, $ACTOR$ ont d閏id?de lever leur;$MONARCHTITLE$, $ACTOR$ beschlossen die Aufhebung ihres;;$MONARCHTITLE$, $ACTOR$ ha decidido cancelar su;;;;;;;;;x
OTHERCANCELEMBARGO_3;针对;Embargo;Embargos;;Embargo;;;;;;;;;x,
OTHERCANCELEMBARGO_4;$RECIPIENT$的;contre;gegen;;contra;;;;;;;;;x,
OTHERCANCELEMBARGO_5;贸易禁运;$RECIPIENT$;$RECIPIENT$;;$RECIPIENT$;;;;;;;;;x,
OTHERCANCELEMBARGO_6;*;*;*;;*;;;;;;;;;x,
OTHERCANCELEMBARGO_LOG;$ACTOR$取消了针对$RECIPIENT$的贸易禁运。;$ACTOR$ ont lev?notre embargo contre $RECIPIENT$.;$ACTOR$ hoben ihr Embargo gegen $RECIPIENT$ auf.;;$ACTOR$ cancel?su embargo contra $RECIPIENT$.;;;;;;;;;x,
OTHERCANCELEMBARGO_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
OTHERCANCELEMBARGO_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,
OTHERCANCELEMBARGO_BTN3;查看;Aller ?GOTO;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,
OTHERCANCELEMBARGO_MAP;*;*;*;*;*;*;*;;;;;;;x,
THEYCANCELEMBARGO_SETUP;当某国取消针对我们的贸易禁运;Quand une autre nation l鑦e un embargo auquel elle nous soumet.;Wenn ein anderes Land ein Embargo gegen uns aufhebt.;;Cuando otro revoca un embargo impuesto contra nosotros.;;;;;;;;;x,
THEYCANCELEMBARGO_HEADER;$foreign_minister$报告;$foreign_minister$ rapporte;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x,
THEYCANCELEMBARGO_1;贸易禁运取消;Embargo lev?Embargo aufgehoben;;Embargo cancelado;;;;;;;;;x,
THEYCANCELEMBARGO_2;$MONARCHTITLE$，;$MONARCHTITLE$, l';$MONARCHTITLE$, das;;$MONARCHTITLE$, el;;;;;;;;;x
THEYCANCELEMBARGO_3;$ACTOR$;Embargo;Embargo;;Embargo;;;;;;;;;x,
THEYCANCELEMBARGO_4;针对我们的;que nous a impos?gegen uns von;;que nos impuso;;;;;;;;;x,
THEYCANCELEMBARGO_5;贸易禁运;$ACTOR$;$ACTOR$;;$ACTOR$;;;;;;;;;x,
THEYCANCELEMBARGO_6;已经取消。;a 閠?lev?;wurde AUFGEHOBEN.;;ha sido CANCELADO.;;;;;;;;;x,
THEYCANCELEMBARGO_LOG;$ACTOR$已取消了对我们实施的贸易禁运。;$ACTOR$ ont lev?leur embargo contre nous.;$ACTOR$ hoben ihr Embargo gegen uns auf.;;$ACTOR$ cancelaron el embargo que nos hab韆n impuesto.;;;;;;;;;x,,,,,;
THEYCANCELEMBARGO_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,;
THEYCANCELEMBARGO_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,;
THEYCANCELEMBARGO_BTN3;查看;Aller ?GOTO;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,,,,,;
THEYCANCELEMBARGO_MAP;*;*;*;*;*;*;*;;;;;;;x,,,,,;
ACTRAWITHUS_SETUP;当某国接受我们提出的一项贸易协议;Quand une autre nation accepte un accord commercial avec nous;Wenn eine andere Nation ein Handelsabkommen mit uns akzeptiert;;Cuando otra naci髇 acepte un acuerdo comercial con nosotros;;;;;;;;;x;,,,,,
ACTRAWITHUS_HEADER;$foreign_minister$报告;$foreign_minister$ rapporte que;$foreign_minister$ berichtet, dass;;$foreign_minister$ informa que;;;;;;;;;x;,,,,,
ACTRAWITHUS_1;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;;;;;;x;,,,,,
ACTRAWITHUS_2;$MONARCHTITLE$，他们;$MONARCHTITLE$, ils ont sign?un;$MONARCHTITLE$;Podpisali渕y;$MONARCHTITLE$, han;$MONARCHTITLE$, ora abbiamo siglato un;蓀pen most 韗tunk al?egy;$MONARCHTITLE$, podepsali jsme;;;;;;x;
ACTRAWITHUS_3;已经接受;ACCORD COMMERCIAL;HANDELSABKOMMEN;UMOW?HANDLOW?aceptado;ACCORDO COMMERCIALE;KERESKEDELMI EGYEZM蒒YT;OBCHODN?DOHODU;;;;;;x;,,,,,
ACTRAWITHUS_4;这份;;ein;;a;;;;;;;;;x;,,,,,
ACTRAWITHUS_5;贸易协议;;HANDELSABKOMMEN;;ACUERDO COMERCIAL;;;;;;;;;;x,,,,,
ACTRAWITHUS_6;来和我们进行交易。我们每天用$ACT_TRADE$与他们交换$REC_TRADE$。;avec nous. Nous les fournirons en $ACT_TRADE$ par jour en 閏hange de $REC_TRADE$ par jour.;mit uns unterzeichnet hat. Wir schicken ihnen $ACT_TRADE$ t鋑lich im Austausch gegen $REC_TRADE$.;;con nosotros. Les suministraremos $ACT_TRADE$ al d韆 a cambio de $REC_TRADE$ al d韆.;;;;;;;;;x;,,,,,
ACTRAWITHUS_LOG;我们已和$RECIPIENT$达成贸易协议。;$RECIPIENT$ : Nous avons d閟ormais un accord commercial avec ce pays.;Wir haben nun ein Handelsabkommen mit $RECIPIENT$.;Od teraz obowi箊uje umowa handlowa z pa駍twem $RECIPIENT$.;Ahora tenemos un acuerdo comercial con $RECIPIENT$.;Ora abbiamo un accordo commerciale con: $RECIPIENT$.;Kereskedelmi egyezm閚yt k鰐鰐t黱k $RECIPIENT$ nemzet関el.;Nyn?m醡e obchodn?dohodu s $RECIPIENT$.;;;;;;x;,,,,,
ACTRAWITHUS_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;,,,,,
ACTRAWITHUS_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x;,,,,,
ACTRAWITHUS_BTN3;查看;Aller ?GOTO;Id?do;Ir all?Andare;Menj ide:;P鴈j韙 na;;;;;;x;,,,,,,,,
ACTRAWITHUS_MAP;*;*;*;*;*;*;*;;;;;;;x;,,,,,,,,
OTHERTRADEAG_SETUP;当某国与他国达成贸易协议;Lorsqu'une autre nation accepte un accord commercial avec une nation tierce.;Wenn ein anderes Land ein Handelsabkommen mit einem dritten Land akzeptiert.;Kiedy jedno z pa駍tw podpisuje umow?handlow?z krajem trzecim;Cuando otra naci髇 acepte un acuerdo comercial con una tercera.;Quando una nazione accetta di stringere un accordo commerciale con un'altra nazione;Mikor egy nemzet elfogadja egy m醩ik nemzet kereskedelmi aj醤lat醫;Kdy?jin?n醨od p鴌jme obchodn?nab韉ku t鴈t?strany;;;;;;x;,,,,,,,,
OTHERTRADEAG_HEADER;$minister_of_intelligence$报告;$minister_of_intelligence$ rapporte que;$minister_of_intelligence$ berichtet:;;$minister_of_intelligence$ informa que;;;;;;;;;x;,,,,,,,,
OTHERTRADEAG_1;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;;;;;;x;,,,,,,,,
OTHERTRADEAG_2;$MONARCHTITLE$，我们已得到如下消息：;$MONARCHTITLE$, on nous informe que;$MONARCHTITLE$;Zostali渕y poinformowani, 縠;$MONARCHTITLE$, nos han comunicado que;$MONARCHTITLE$, abbiamo saputo che;Arr髄 閞tes黮t黱k, hogy ;$MONARCHTITLE$, byli jsme informov醤i, 瀍;;;;;;x;
OTHERTRADEAG_3;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;$ACTOR$;;;;;;x,,,,,,,,;
OTHERTRADEAG_4;已签署了贸易协议，该协议另一签署国为;a sign?un accord commercial avec;unterzeichnete ein Handelsabkommen mit;ma podpisan?w砤渘ie umow?handlow?z pa駍twem ;ha firmado un acuerdo comercial con;ha siglato un accordo commerciale con:;kereskedelmi egyezm閚yt 韗 al?a k鰒etkez鮲el:;podepsal obchodn?nab韉ku s;;;;;;x,,,,,,,,;
OTHERTRADEAG_5;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$;$RECIPIENT$.;$RECIPIENT$;$RECIPIENT$.;$RECIPIENT$;$RECIPIENT$;;;;;;x,,,,,,,,;
OTHERTRADEAG_6;*;*;*;*;*;*;*;;;;;;;x,,,,,,,,;
OTHERTRADEAG_LOG;$RECIPIENT$现在已经与$ACTOR$达成贸易协议。;$ACTOR$ - $RECIPIENT$ : ces deux pays ont d閟ormais un accord commercial.;$RECIPIENT$ hat nun ein Handelsabkommen mit $ACTOR$.;Od teraz pa駍two $RECIPIENT$ ma umow?handlow?z $ACTOR$.;$RECIPIENT$ ahora tiene un acuerdo comercial con $ACTOR$.;Ora $RECIPIENT$ ha un accordo commerciale con $ACTOR$.;$RECIPIENT$ most m醨 kereskedelmi egyezm閚yben 醠l $ACTOR$ nemzet関el.;$RECIPIENT$ m?nyn?obchodn?smlouvu s $ACTOR$.;;;;;;x,,,,,,,,;
OTHERTRADEAG_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,,,;
OTHERTRADEAG_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,,,;
OTHERTRADEAG_BTN3;查看;Aller ?GOTO;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,,,,,,,,;
OTHERTRADEAG_MAP;*;*;*;*;*;*;*;;;;;;;x,,,,,,,,;
WETRADEAG_SETUP;当我们接受他国提出的贸易协议;Quand nous acceptons un accord commercial avec une autre nation.;Wenn wir ein Handelsabkommen mit einem anderen Land akzeptieren.;Kiedy podpisujemy umow?handlow?z innym pa駍twem;Cuando aceptamos un acuerdo comercial con otra naci髇.;Quando accettiamo di stringere un accordo commerciale con un'altra nazione.;Elfogadtuk a kereskedelmi egyezm閚yt a m醩ik nemzettel szemben.;Kdy?uzav鴈me obchodn?dohodu s jin齧 n醨odem;;;;;;x,,,,,,,,;
WETRADEAG_HEADER;$foreign_minister$报告;$foreign_minister$ rapporte;$foreign_minister$ berichtet:;;$foreign_minister$ informa de;;;;;;;;;x,,,,,,,,,,,
WETRADEAG_1;贸易协议!;Accord commercial !;Handelsabkommen!;Umowa handlowa!;cuerdo comercial!;Accordo commerciale!;Kereskedelmi egyezm閚y!;Obchodn?dohoda!;;;;;;x,,,,,,,,,,,
WETRADEAG_2;$MONARCHTITLE$，我们已接受了;$MONARCHTITLE$, nous avons accept?un accord commercial avec;;;$MONARCHTITLE$, hemos aceptado un acuerdo comercial con;;;;;;;;;x,,,,,,,,,,
WETRADEAG_3;$ACTOR$提议的贸易协议;$ACTOR$;$ACTOR$;$ACTOR$.;$ACTOR$;$ACTOR$.;$ACTOR$;$ACTOR$;;;;;;x,,,,,,,,,,,
WETRADEAG_4;我们每天将提供$ACT_TRADE$以交换他们的$REC_TRADE$。;Nous les fournirons en $ACT_TRADE$ par jour en 閏hange de $REC_TRADE$ par jour.;;;Les suministraremos $ACT_TRADE$ al d韆 a cambio de $REC_TRADE$ al d韆.;;;;;;;;;x,,,,,,,,,,,
WETRADEAG_5;*;*;*;*;*;*;*;;;;;;;x,,,,,,,,,,,
WETRADEAG_6;*;*;*;*;*;*;*;;;;;;;x,,,,,,,,,,,
WETRADEAG_LOG;我们已经接受了$ACTOR$提议的贸易协议。;$ACTOR$ : Nous avons accept?un accord commercial avec $ACTOR$.;Wir haben das Handelsabkommen mit $ACTOR$ akzeptiert.;Podpisali渕y umow?handlow?z $ACTOR$.;Hemos aceptado el acuerdo comercial con $ACTOR$.;Abbiamo accettato di siglare un accordo commerciale con: $ACTOR$.;Elfogadtuk a kereskedelmi egyezm閚yt a k鰒etkez鮲el: $ACTOR$.;Nyn?m醡e obchodn?dohodu s $ACTOR$.;;;;;;x,,,,,,,,,,,
WETRADEAG_BTN1;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,,,,,,
WETRADEAG_BTN2;好的;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x,,,,,,,,,,,
WETRADEAG_BTN3;查看;Aller ?GOTO;Id?do;Ir all?Andare;Ugr醩;P鴈j韙 na;;;;;;x,,,,,,,,,,,
WETRADEAG_MAP;*;*;*;*;*;*;*;;;;;;;x,,,,,,,,,,,
DETRAWITHUSBAD_SETUP;当他国拒绝我们提议的贸易协议时;Lorsqu'une autre nation d閏line notre proposition d'accord commercial;Wenn ein anderes Land unseren Vorschlag f黵 ein Handelsabkommen zur點kweist;Kiedy jakie?pa駍two odmawia podpisania z nami umowy handlowej ;Cuando otra naci髇 reh鷖e nuestra propuesta de acuerdo comercial;Quando una nazione respinge la nostra proposta di accordo commerciale;Mikor egy m醩ik nemzet elutas韙ja a mi kereskedelmi egyezm閚y beny鷍t醩unkat;Kdy?jin?n醨od odm韙ne na歩 obchodn?nab韉ku;;;;;;x,,,,,,,,,,,
DETRAWITHUSBAD_HEADER;代表来自;L'ambassadeur de;Botschafter aus;;El embajador de;;;;;;;;;x,,,,,,,,,,,
DETRAWITHUSBAD_1;$foreign_minister$报告;$foreign_minister$ rapporte que;$foreign_minister$ berichtet:;;$foreign_minister$ informa que;;;;;;;;;x,,,,,,,,,,,
DETRAWITHUSBAD_2;$MONARCHTITLE$，我们遗憾地通知您$RECIPIENT$;$MONARCHTITLE$, nous sommes au regret d'avoir ?vous informer que $RECIPIENT$;$MONARCHTITLE$, es gibt leider schlechte Neuigkeiten von $RECIPIENT$:;Przykro nam poinformowa?ci? 縠 pa駍two $RECIPIENT$;$MONARCHTITLE$, lamentamos informarle que $RECIPIENT$ ha;$MONARCHTITLE$, siamo spiacenti di comunicare che: $RECIPIENT$;Sajn醠juk, hogy ezt kell k鰖鰈n黱k:;$MONARCHTITLE$, byli jsme, bohu瀍l, informov醤i, 瀍 $RECIPIENT$;;;;;;x
DETRAWITHUSBAD_3;已拒绝了;a d閏lin?l'accord commercial;Ablehnung des Handelsabkommens;odmawia podpisania z nami umowy handlowej;Rechazado el acuerdo comercial;respinge l'accordo commerciale;A kereskedelmi egyezm閚yre tett aj醤latukat;odm韙l obchodn?dohodu;;;;;;x,,,,,,
